state,district_id,district
27,2700109,Long Prairie-Grey Eagle School District
27,2740860,Upsala Public School District
27,2717460,Lake Benton Public School District
27,2723580,Nicollet Public School District
27,2741850,Warroad Public School District
27,2703060,Alexandria Public School District
27,2713380,Hancock Public School District
27,2732850,Sauk Centre Public School District
27,2710260,Dilworth-Glyndon-Felton
27,2728170,Pelican Rapids Public School District
27,2704470,Benson Public School District
27,2700105,Belgrade-Brooten-Elrosa Public School District
27,2721420,Moorhead Public School District
27,2740810,Ulen-Hitterdal Public School District
27,2700162,Lake Park Audubon School District
27,2700326,Tracy Area Public School District
27,2741430,Wabasso Public School District
27,2717570,Lake of the Woods School District
27,2700385,Red Lake County Central Public Schools
27,2700382,Brandon-Evansville Public Schools
27,2700127,Stephen-Argyle Central Schools
27,2723550,Marshall County Central Schools
27,2718920,Grygla Public School District
27,2791446,Tri-County School District
27,2700024,Warren-Alvarado-Oslo School District
27,2700328,Ortonville Public Schools
27,2700104,West Central Area
27,2703300,Ashby Public School District
27,2713890,Herman-Norcross School District
27,2700103,Clearbrook-Gonvick School District
27,2730510,Red Lake Public School District
27,2718240,Little Falls Public School District
27,2740920,Verndale Public School District
27,2712480,Fulda Public School District
27,2700090,Murray County Central School District
27,2710090,Dawson-Boyd Public School District
27,2702730,Adrian Public School District
27,2744160,Worthington Public School District
27,2713930,Heron Lake-Okabena School District
27,2710060,Dassel-Cokato Public School District
27,2703150,Annandale Public School District
27,2717220,Kimball Public School District
27,2732880,Sauk Rapids-Rice Public Schools
27,2700106,A.C.G.C. Public School District
27,2723400,New London-Spicer School District
27,2742720,Willmar Public School District
27,2713040,Granada-Huntley-East Chain
27,2700099,Yellow Medicine East
27,2700125,Lac Qui Parle Valley School District
27,2702930,Albany Public School District
27,2732820,Sartell-St. Stephen School District
27,2700183,Westbrook-Walnut Grove Schools
27,2700132,Red Rock Central School District
27,2742120,Waubun-Ogema-White Earth Public Schools
27,2700383,Morris Area Public Schools
27,2711880,Fergus Falls Public School District
27,2732460,Rothsay Public School District
27,2711220,Edgerton Public School District
27,2700110,Cedar Mountain School District
27,2700182,Redwood Area School District
27,2700019,Minnewaska School District
27,2725140,Osakis Public School District
27,2700163,Renville County West School District
27,2700101,Norman County East School District
27,2709360,Climax-Shelly Public Schools
27,2718660,Mahnomen Public School District
27,2707450,Campbell-Tintah Public School District
27,2742330,Wheaton Area Public School District
27,2717120,Kerkhoven-Murdock-Sunburg
27,2700088,Lakeview School District
27,2714190,Holdingford Public School District
27,2723370,Nevis Public School District
27,2704440,Bemidji Public School District
27,2717940,Laporte Public School District
27,2711910,Fertile-Beltrami School District
27,2700023,Buffalo Lake-Hector-Stewart Public Schools
27,2733210,Sleepy Eye Public School District
27,2728080,Park Rapids Public School District
27,2717880,Lancaster Public School District
27,2791447,Kittson Central School District
27,2711130,East Grand Forks Public School District
27,2712180,Fisher Public School District
27,2703570,Bagley Public School District
27,2738850,Thief River Falls School District
27,2703540,Badger Public School District
27,2733390,Springfield Public School District
27,2730450,Red Lake Falls Public School District
27,2791449,Win-E-Mac School District
27,2709720,Crookston Public School District
27,2702910,Walker-Hackensack-Akeley School District
27,2708070,Cass Lake-Bena Public Schools
27,2707470,Canby Public School District
27,2711460,Ellsworth Public School District
27,2718330,Luverne Public School District
27,2728970,Pine River-Backus Public School District
27,2728200,Pequot Lakes Public Schools
27,2713560,Hawley Public School District
27,2700124,Fairmont Area School District
27,2711190,Eden Valley-Watkins School District
27,2723490,New Ulm Public School District
27,2742780,Windom Public School District
27,2700107,Greenbush-Middle River School District
27,2713020,Goodridge Public School District
27,2732250,Roseau Public School District
27,2703750,Battle Lake Public School District
27,2710230,Detroit Lakes Public School District
27,2713860,Henning Public School District
27,2723520,New York Mills Public School District
27,2706150,Breckenridge Public School District
27,2733900,Staples-Motley School District
27,2732970,Sebeka Public School District
27,2732520,Royalton Public School District
27,2712580,G.F.W.
27,2705730,Blackduck Public School District
27,2700091,MACCRAY School District
27,2728140,Paynesville Public School District
27,2700123,Howard Lake-Waverly-Winsted
27,2714970,Hutchinson Public School District
27,2702640,Lester Prairie Public School District
27,2703660,Barnesville Public School District
27,2713680,Hendricks Public School District
27,2721270,Minneota Public School District
27,2712300,Fosston Public School District
27,2700150,Clinton-Graceville-Beardsley
27,2708940,Chokio-Alberta Public School District
27,2718210,Litchfield Public School District
27,2721320,Montevideo Public School District
27,2791445,Lake Crystal-Wellcome Memorial
27,2718570,Madelia Public School District
27,2740680,Truman Public School District
27,2733600,St. James Public School District
27,2707320,Butterfield Public School District
27,2700231,Jackson County Central School District
27,2718960,Martin County West School District
27,2714040,Hills-Beaver Creek School District
27,2700128,Glencoe-Silver Lake School District
27,2705660,Bird Island-Olivia-Lake Lillian Public School District
27,2716830,Prinsburg Public School District
27,2718940,Marshall Public School District
27,2700294,RTR Public Schools
27,2700108,Pipestone Area School District
27,2728110,Parkers Prairie Public School District
27,2700480,Ada-Borup-West Public Schools
29,2921840,Nevada R-V School District
29,2915330,Hume R-VIII School District
29,2927600,Northeast Vernon County R-I School District
29,2911760,Fairfax R-III School District
29,2929490,Stewartsville C-2 School District
29,2910260,Craig R-III School District
29,2923190,South Holt County R-I School District
29,2928500,South Nodaway County R-IV School District
29,2931950,Wheaton R-III School District
29,2902970,Albany R-III School District
29,2927060,St. Joseph School District
29,2926310,Rich Hill R-IV School District
29,2907020,Cameron R-I School District
29,2923670,Pattonsburg R-II School District
29,2932250,Winston R-VI School District
29,2921660,Northeast Nodaway County R-V School District
29,2932300,Worth County R-III School District
29,2914340,Hickman Mills C-1 School District
29,2905310,Blue Springs R-IV School District
29,2916400,Kansas City 33 School District
29,2908250,Center 58 School District
29,2913080,Grain Valley R-V School District
29,2915480,Independence 30 School District
29,2926070,Raytown C-2 School District
29,2916660,Kingsville R-I School District
29,2912290,Fort Osage R-I School District
29,2913140,Grandview C-4 School District
29,2927900,Seneca R-VII School District
29,2918300,Lee's Summit R-VII School District
29,2919230,Lone Jack C-6 School District
29,2904620,Belton 124 School District
29,2925330,Pleasant Hill R-III School District
29,2907350,Carl Junction R-I School District
29,2923730,Raymore-Peculiar R-II School District
29,2903200,Archie R-V School District
29,2902850,Adrian R-III School District
29,2920820,Miami R-I School District
29,2911070,Drexel R-IV School District
29,2910590,Buchanan County R-IV School District
29,2911940,Mid-Buchanan County R-V School District
29,2929940,Tarkio R-I School District
29,2923220,Orrick R-XI School District
29,2923550,Park Hill School District
29,2911250,East Buchanan County C-1 School District
29,2930600,Union Star R-II School District
29,2922560,Nodaway-Holt R-VII School District
29,2916590,King City R-I School District
29,2922710,North Andrew County R-VI School District
29,2916200,Jefferson C-123 School District
29,2920490,Maryville R-II Schools
29,2921690,North Nodaway County R-VI School District
29,2923010,Oak Grove R-VI School District
29,2928410,Smithville R-II School District
29,2911650,Excelsior Springs 40 School District
29,2916450,Kearney R-I School District
29,2912930,Golden City R-III School District
29,2917850,Lamar R-I School District
29,2928170,Sheldon R-VIII School District
29,2913760,Harrisonville R-IX School District
29,2931800,Midway R-I School District
29,2916140,Jasper County R-V School District
